gene_A,gene_B,homology_type,identity_pct
UBE2K,UBE2R2,gene_family,
UBE2K,UBE2S,gene_family,
UBE2K,UBE2U,gene_family,
UBE2K,UBE2V1,gene_family,
UBE2K,UBE2V2,gene_family,
UBE2K,UBE2W,gene_family,
UBE2K,UBE2Z,gene_family,
UBE2K,CDC34,gene_family,
UBE2L3,UBE2L5,gene_family,
UBE2L3,UBE2L6,gene_family,
UBE2L3,UBE2M,gene_family,
UBE2L3,UBE2N,gene_family,
UBE2L3,UBE2NL,gene_family,
UBE2L3,UBE2O,gene_family,
UBE2L3,UBE2Q1,gene_family,
UBE2L3,UBE2Q2,gene_family,
UBE2L3,UBE2QL1,gene_family,
UBE2L3,UBE2R2,gene_family,
UBE2L3,UBE2S,gene_family,
UBE2L3,UBE2U,gene_family,
UBE2L3,UBE2V1,gene_family,
UBE2L3,UBE2V2,gene_family,
UBE2L3,UBE2W,gene_family,
UBE2L3,UBE2Z,gene_family,
UBE2L3,CDC34,gene_family,
UBE2L5,UBE2L6,gene_family,
UBE2L5,UBE2M,gene_family,
UBE2L5,UBE2N,gene_family,
UBE2L5,UBE2NL,gene_family,
UBE2L5,UBE2O,gene_family,
UBE2L5,UBE2Q1,gene_family,
UBE2L5,UBE2Q2,gene_family,
UBE2L5,UBE2QL1,gene_family,
UBE2L5,UBE2R2,gene_family,
UBE2L5,UBE2S,gene_family,
UBE2L5,UBE2U,gene_family,
UBE2L5,UBE2V1,gene_family,
UBE2L5,UBE2V2,gene_family,
UBE2L5,UBE2W,gene_family,
UBE2L5,UBE2Z,gene_family,
UBE2L5,CDC34,gene_family,
UBE2L6,UBE2M,gene_family,
UBE2L6,UBE2N,gene_family,
UBE2L6,UBE2NL,gene_family,
UBE2L6,UBE2O,gene_family,
UBE2L6,UBE2Q1,gene_family,
UBE2L6,UBE2Q2,gene_family,
UBE2L6,UBE2QL1,gene_family,
UBE2L6,UBE2R2,gene_family,
UBE2L6,UBE2S,gene_family,
UBE2L6,UBE2U,gene_family,
UBE2L6,UBE2V1,gene_family,
UBE2L6,UBE2V2,gene_family,
UBE2L6,UBE2W,gene_family,
UBE2L6,UBE2Z,gene_family,
UBE2L6,CDC34,gene_family,
UBE2M,UBE2N,gene_family,
UBE2M,UBE2NL,gene_family,
UBE2M,UBE2O,gene_family,
UBE2M,UBE2Q1,gene_family,
UBE2M,UBE2Q2,gene_family,
UBE2M,UBE2QL1,gene_family,
UBE2M,UBE2R2,gene_family,
UBE2M,UBE2S,gene_family,
UBE2M,UBE2U,gene_family,
UBE2M,UBE2V1,gene_family,
UBE2M,UBE2V2,gene_family,
UBE2M,UBE2W,gene_family,
UBE2M,UBE2Z,gene_family,
UBE2M,CDC34,gene_family,
UBE2N,UBE2NL,gene_family,
UBE2N,UBE2O,gene_family,
UBE2N,UBE2Q1,gene_family,
UBE2N,UBE2Q2,gene_family,
UBE2N,UBE2QL1,gene_family,
UBE2N,UBE2R2,gene_family,
UBE2N,UBE2S,gene_family,
UBE2N,UBE2U,gene_family,
UBE2N,UBE2V1,gene_family,
UBE2N,UBE2V2,gene_family,
UBE2N,UBE2W,gene_family,
UBE2N,UBE2Z,gene_family,
UBE2N,CDC34,gene_family,
UBE2NL,UBE2O,gene_family,
UBE2NL,UBE2Q1,gene_family,
UBE2NL,UBE2Q2,gene_family,
UBE2NL,UBE2QL1,gene_family,
UBE2NL,UBE2R2,gene_family,
UBE2NL,UBE2S,gene_family,
UBE2NL,UBE2U,gene_family,
UBE2NL,UBE2V1,gene_family,
UBE2NL,UBE2V2,gene_family,
UBE2NL,UBE2W,gene_family,
UBE2NL,UBE2Z,gene_family,
UBE2NL,CDC34,gene_family,
UBE2O,UBE2Q1,gene_family,
UBE2O,UBE2Q2,gene_family,
UBE2O,UBE2QL1,gene_family,
UBE2O,UBE2R2,gene_family,
UBE2O,UBE2S,gene_family,
UBE2O,UBE2U,gene_family,
UBE2O,UBE2V1,gene_family,
UBE2O,UBE2V2,gene_family,
UBE2O,UBE2W,gene_family,
UBE2O,UBE2Z,gene_family,
UBE2O,CDC34,gene_family,
UBE2Q1,UBE2Q2,gene_family,
UBE2Q1,UBE2QL1,gene_family,
UBE2Q1,UBE2R2,gene_family,
UBE2Q1,UBE2S,gene_family,
UBE2Q1,UBE2U,gene_family,
UBE2Q1,UBE2V1,gene_family,
UBE2Q1,UBE2V2,gene_family,
UBE2Q1,UBE2W,gene_family,
UBE2Q1,UBE2Z,gene_family,
UBE2Q1,CDC34,gene_family,
UBE2Q2,UBE2QL1,gene_family,
UBE2Q2,UBE2R2,gene_family,
UBE2Q2,UBE2S,gene_family,
UBE2Q2,UBE2U,gene_family,
UBE2Q2,UBE2V1,gene_family,
UBE2Q2,UBE2V2,gene_family,
UBE2Q2,UBE2W,gene_family,
UBE2Q2,UBE2Z,gene_family,
UBE2Q2,CDC34,gene_family,
UBE2QL1,UBE2R2,gene_family,
UBE2QL1,UBE2S,gene_family,
UBE2QL1,UBE2U,gene_family,
UBE2QL1,UBE2V1,gene_family,
UBE2QL1,UBE2V2,gene_family,
UBE2QL1,UBE2W,gene_family,
UBE2QL1,UBE2Z,gene_family,
UBE2QL1,CDC34,gene_family,
UBE2R2,UBE2S,gene_family,
UBE2R2,UBE2U,gene_family,
UBE2R2,UBE2V1,gene_family,
UBE2R2,UBE2V2,gene_family,
UBE2R2,UBE2W,gene_family,
UBE2R2,UBE2Z,gene_family,
UBE2R2,CDC34,gene_family,
UBE2S,UBE2U,gene_family,
UBE2S,UBE2V1,gene_family,
UBE2S,UBE2V2,gene_family,
UBE2S,UBE2W,gene_family,
UBE2S,UBE2Z,gene_family,
UBE2S,CDC34,gene_family,
UBE2U,UBE2V1,gene_family,
UBE2U,UBE2V2,gene_family,
UBE2U,UBE2W,gene_family,
UBE2U,UBE2Z,gene_family,
UBE2U,CDC34,gene_family,
UBE2V1,UBE2V2,gene_family,
UBE2V1,UBE2W,gene_family,
UBE2V1,UBE2Z,gene_family,
UBE2V1,CDC34,gene_family,
UBE2V2,UBE2W,gene_family,
UBE2V2,UBE2Z,gene_family,
UBE2V2,CDC34,gene_family,
UBE2W,UBE2Z,gene_family,
UBE2W,CDC34,gene_family,
UBE2Z,CDC34,gene_family,
STK17A,STK17B,gene_family,
STK17A,DAPK2,gene_family,
STK17B,DAPK2,gene_family,
GABARAP,GABARAPL1,gene_family,
GABARAP,GABARAPL2,gene_family,
GABARAP,MAP1LC3A,gene_family,
GABARAP,MAP1LC3B,gene_family,
GABARAP,MAP1LC3B2,gene_family,
GABARAP,MAP1LC3C,gene_family,
GABARAP,ATG3,gene_family,
GABARAP,ATG4A,gene_family,
GABARAP,ATG4B,gene_family,
GABARAP,ATG4C,gene_family,
GABARAP,ATG5,gene_family,
GABARAP,ATG9A,gene_family,
GABARAP,ATG9B,gene_family,
GABARAP,ATG10,gene_family,
GABARAP,ATG12,gene_family,
GABARAP,ATG13,gene_family,
GABARAP,ATG101,gene_family,
GABARAPL1,GABARAPL2,gene_family,
GABARAPL1,MAP1LC3A,gene_family,
GABARAPL1,MAP1LC3B,gene_family,
GABARAPL1,MAP1LC3B2,gene_family,
GABARAPL1,MAP1LC3C,gene_family,
GABARAPL1,ATG3,gene_family,
GABARAPL1,ATG4A,gene_family,
GABARAPL1,ATG4B,gene_family,
GABARAPL1,ATG4C,gene_family,
GABARAPL1,ATG5,gene_family,
GABARAPL1,ATG9A,gene_family,
GABARAPL1,ATG9B,gene_family,
GABARAPL1,ATG10,gene_family,
GABARAPL1,ATG12,gene_family,
GABARAPL1,ATG13,gene_family,
GABARAPL1,ATG101,gene_family,
GABARAPL2,MAP1LC3A,gene_family,
GABARAPL2,MAP1LC3B,gene_family,
GABARAPL2,MAP1LC3B2,gene_family,
GABARAPL2,MAP1LC3C,gene_family,
GABARAPL2,ATG3,gene_family,
GABARAPL2,ATG4A,gene_family,
GABARAPL2,ATG4B,gene_family,
GABARAPL2,ATG4C,gene_family,
GABARAPL2,ATG5,gene_family,
GABARAPL2,ATG9A,gene_family,
GABARAPL2,ATG9B,gene_family,
GABARAPL2,ATG10,gene_family,
GABARAPL2,ATG12,gene_family,
GABARAPL2,ATG13,gene_family,
GABARAPL2,ATG101,gene_family,
MAP1LC3A,MAP1LC3B,gene_family,
MAP1LC3A,MAP1LC3B2,gene_family,
MAP1LC3A,MAP1LC3C,gene_family,
MAP1LC3A,ATG3,gene_family,
MAP1LC3A,ATG4A,gene_family,
MAP1LC3A,ATG4B,gene_family,
MAP1LC3A,ATG4C,gene_family,
MAP1LC3A,ATG5,gene_family,
MAP1LC3A,ATG9A,gene_family,
MAP1LC3A,ATG9B,gene_family,
MAP1LC3A,ATG10,gene_family,
MAP1LC3A,ATG12,gene_family,
MAP1LC3A,ATG13,gene_family,
MAP1LC3A,ATG101,gene_family,
MAP1LC3B,MAP1LC3B2,gene_family,
MAP1LC3B,MAP1LC3C,gene_family,
MAP1LC3B,ATG3,gene_family,
MAP1LC3B,ATG4A,gene_family,
MAP1LC3B,ATG4B,gene_family,
MAP1LC3B,ATG4C,gene_family,
MAP1LC3B,ATG5,gene_family,
MAP1LC3B,ATG9A,gene_family,
MAP1LC3B,ATG9B,gene_family,
MAP1LC3B,ATG10,gene_family,
MAP1LC3B,ATG12,gene_family,
MAP1LC3B,ATG13,gene_family,
MAP1LC3B,ATG101,gene_family,
MAP1LC3B2,MAP1LC3C,gene_family,
MAP1LC3B2,ATG3,gene_family,
MAP1LC3B2,ATG4A,gene_family,
MAP1LC3B2,ATG4B,gene_family,
MAP1LC3B2,ATG4C,gene_family,
MAP1LC3B2,ATG5,gene_family,
MAP1LC3B2,ATG9A,gene_family,
MAP1LC3B2,ATG9B,gene_family,
MAP1LC3B2,ATG10,gene_family,
MAP1LC3B2,ATG12,gene_family,
MAP1LC3B2,ATG13,gene_family,
MAP1LC3B2,ATG101,gene_family,
MAP1LC3C,ATG3,gene_family,
MAP1LC3C,ATG4A,gene_family,
MAP1LC3C,ATG4B,gene_family,
MAP1LC3C,ATG4C,gene_family,
MAP1LC3C,ATG5,gene_family,
MAP1LC3C,ATG9A,gene_family,
MAP1LC3C,ATG9B,gene_family,
MAP1LC3C,ATG10,gene_family,
MAP1LC3C,ATG12,gene_family,
MAP1LC3C,ATG13,gene_family,
MAP1LC3C,ATG101,gene_family,
ATG3,ATG4A,gene_family,
ATG3,ATG4B,gene_family,
ATG3,ATG4C,gene_family,
ATG3,ATG5,gene_family,
ATG3,ATG9A,gene_family,
ATG3,ATG9B,gene_family,
ATG3,ATG10,gene_family,
ATG3,ATG12,gene_family,
ATG3,ATG13,gene_family,
ATG3,ATG101,gene_family,
ATG4A,ATG4B,gene_family,
ATG4A,ATG4C,gene_family,
ATG4A,ATG5,gene_family,
ATG4A,ATG9A,gene_family,
ATG4A,ATG9B,gene_family,
ATG4A,ATG10,gene_family,
ATG4A,ATG12,gene_family,
ATG4A,ATG13,gene_family,
ATG4A,ATG101,gene_family,
ATG4B,ATG4C,gene_family,
ATG4B,ATG5,gene_family,
ATG4B,ATG9A,gene_family,
ATG4B,ATG9B,gene_family,
ATG4B,ATG10,gene_family,
ATG4B,ATG12,gene_family,
ATG4B,ATG13,gene_family,
ATG4B,ATG101,gene_family,
ATG4C,ATG5,gene_family,
ATG4C,ATG9A,gene_family,
ATG4C,ATG9B,gene_family,
ATG4C,ATG10,gene_family,
ATG4C,ATG12,gene_family,
ATG4C,ATG13,gene_family,
ATG4C,ATG101,gene_family,
ATG5,ATG9A,gene_family,
ATG5,ATG9B,gene_family,
ATG5,ATG10,gene_family,
ATG5,ATG12,gene_family,
ATG5,ATG13,gene_family,
ATG5,ATG101,gene_family,
ATG9A,ATG9B,gene_family,
ATG9A,ATG10,gene_family,
ATG9A,ATG12,gene_family,
ATG9A,ATG13,gene_family,
ATG9A,ATG101,gene_family,
ATG9B,ATG10,gene_family,
ATG9B,ATG12,gene_family,
ATG9B,ATG13,gene_family,
ATG9B,ATG101,gene_family,
ATG10,ATG12,gene_family,
ATG10,ATG13,gene_family,
ATG10,ATG101,gene_family,
ATG12,ATG13,gene_family,
ATG12,ATG101,gene_family,
ATG13,ATG101,gene_family,
ULK1,ULK2,gene_family,
CNOT2,CNOT3,gene_family,
CNOT2,CNOT6,gene_family,
CNOT2,CNOT6L,gene_family,
CNOT2,CNOT7,gene_family,
CNOT2,CNOT8,gene_family,
CNOT2,CNOT11,gene_family,
CNOT2,CNOT12,gene_family,
CNOT3,CNOT6,gene_family,
CNOT3,CNOT6L,gene_family,
CNOT3,CNOT7,gene_family,
CNOT3,CNOT8,gene_family,
CNOT3,CNOT11,gene_family,
CNOT3,CNOT12,gene_family,
CNOT6,CNOT6L,gene_family,
CNOT6,CNOT7,gene_family,
CNOT6,CNOT8,gene_family,
CNOT6,CNOT11,gene_family,
CNOT6,CNOT12,gene_family,
CNOT6L,CNOT7,gene_family,
CNOT6L,CNOT8,gene_family,
CNOT6L,CNOT11,gene_family,
CNOT6L,CNOT12,gene_family,
CNOT7,CNOT8,gene_family,
CNOT7,CNOT11,gene_family,
CNOT7,CNOT12,gene_family,
CNOT8,CNOT11,gene_family,
CNOT8,CNOT12,gene_family,
CNOT11,CNOT12,gene_family,
MPG,MUTYH,gene_family,
MPG,NEIL1,gene_family,
MPG,NEIL2,gene_family,
MPG,NTHL1,gene_family,
MPG,OGG1,gene_family,
MPG,SMUG1,gene_family,
MPG,TDG,gene_family,
MPG,UNG,gene_family,
MUTYH,NEIL1,gene_family,
MUTYH,NEIL2,gene_family,
MUTYH,NTHL1,gene_family,
MUTYH,OGG1,gene_family,
MUTYH,SMUG1,gene_family,
MUTYH,TDG,gene_family,
MUTYH,UNG,gene_family,
NEIL1,NEIL2,gene_family,
NEIL1,NTHL1,gene_family,
NEIL1,OGG1,gene_family,
NEIL1,SMUG1,gene_family,
NEIL1,TDG,gene_family,
NEIL1,UNG,gene_family,
NEIL2,NTHL1,gene_family,
NEIL2,OGG1,gene_family,
NEIL2,SMUG1,gene_family,
NEIL2,TDG,gene_family,
NEIL2,UNG,gene_family,
NTHL1,OGG1,gene_family,
NTHL1,SMUG1,gene_family,
NTHL1,TDG,gene_family,
NTHL1,UNG,gene_family,
OGG1,SMUG1,gene_family,
OGG1,TDG,gene_family,
OGG1,UNG,gene_family,
SMUG1,TDG,gene_family,
SMUG1,UNG,gene_family,
TDG,UNG,gene_family,
MBD6,MECP2,gene_family,
MSH3,MSH4,gene_family,
MSH3,MSH5,gene_family,
MSH4,MSH5,gene_family,
MLH3,PMS1,gene_family,
MLH3,PMS2,gene_family,
PMS1,PMS2,gene_family,
NUBP1,NUBP2,gene_family,
NUBP1,CIAO2A,gene_family,
NUBP1,CIAO2B,gene_family,
NUBP1,CIAO3,gene_family,
NUBP2,CIAO2A,gene_family,
NUBP2,CIAO2B,gene_family,
NUBP2,CIAO3,gene_family,
CIAO2A,CIAO2B,gene_family,
CIAO2A,CIAO3,gene_family,
CIAO2B,CIAO3,gene_family,
LEO1,PAF1,gene_family,
LEO1,RTF1,gene_family,
PAF1,RTF1,gene_family,
GGA1,GGA2,gene_family,
GGA1,GGA3,gene_family,
GGA2,GGA3,gene_family,
CUL3,CUL4B,gene_family,
CUL3,CUL5,gene_family,
CUL4B,CUL5,gene_family,
CUL2,CUL4A,gene_family,
SCYL1,SCYL2,gene_family,
GPAM,GPAT2,gene_family,
HHAT,HHATL,gene_family,
HHAT,MBOAT4,gene_family,
HHAT,PORCN,gene_family,
HHAT,SOAT1,gene_family,
HHAT,SOAT2,gene_family,
HHATL,MBOAT4,gene_family,
HHATL,PORCN,gene_family,
HHATL,SOAT1,gene_family,
HHATL,SOAT2,gene_family,
MBOAT4,PORCN,gene_family,
MBOAT4,SOAT1,gene_family,
MBOAT4,SOAT2,gene_family,
PORCN,SOAT1,gene_family,
PORCN,SOAT2,gene_family,
SOAT1,SOAT2,gene_family,
LPCAT3,MBOAT2,gene_family,
LPCAT3,MBOAT7,gene_family,
MBOAT2,MBOAT7,gene_family,
HPS3,HPS6,gene_family,
LAP3,METAP1D,gene_family,
LAP3,NPEPL1,gene_family,
LAP3,DNPEP,gene_family,
METAP1D,NPEPL1,gene_family,
METAP1D,DNPEP,gene_family,
NPEPL1,DNPEP,gene_family,
LAMTOR1,LAMTOR2,gene_family,
LAMTOR1,LAMTOR3,gene_family,
LAMTOR1,LAMTOR4,gene_family,
LAMTOR1,LAMTOR5,gene_family,
LAMTOR2,LAMTOR3,gene_family,
LAMTOR2,LAMTOR4,gene_family,
LAMTOR2,LAMTOR5,gene_family,
LAMTOR3,LAMTOR4,gene_family,
LAMTOR3,LAMTOR5,gene_family,
LAMTOR4,LAMTOR5,gene_family,
TIMM50,UBLCP1,gene_family,
TIMM50,CTDNEP1,gene_family,
TIMM50,CTDP1,gene_family,
TIMM50,CTDSPL2,gene_family,
UBLCP1,CTDNEP1,gene_family,
UBLCP1,CTDP1,gene_family,
UBLCP1,CTDSPL2,gene_family,
CTDNEP1,CTDP1,gene_family,
CTDNEP1,CTDSPL2,gene_family,
CTDP1,CTDSPL2,gene_family,
CTDSP1,CTDSP2,gene_family,
CTDSP1,CTDSPL,gene_family,
CTDSP2,CTDSPL,gene_family,
NT5C,NT5C1A,gene_family,
NT5C,NT5C1B,gene_family,
NT5C,NT5C2,gene_family,
NT5C,NT5C3A,gene_family,
NT5C,NT5M,gene_family,
NT5C1A,NT5C1B,gene_family,
NT5C1A,NT5C2,gene_family,
NT5C1A,NT5C3A,gene_family,
NT5C1A,NT5M,gene_family,
NT5C1B,NT5C2,gene_family,
NT5C1B,NT5C3A,gene_family,
NT5C1B,NT5M,gene_family,
NT5C2,NT5C3A,gene_family,
NT5C2,NT5M,gene_family,
NT5C3A,NT5M,gene_family,
LPIN2,LPIN3,gene_family,
EYA1,EYA3,gene_family,
EYA1,EYA4,gene_family,
EYA3,EYA4,gene_family,
PHOSPHO1,PHOSPHO2,gene_family,
PHOSPHO1,PMM1,gene_family,
PHOSPHO1,PMM2,gene_family,
PHOSPHO1,PNKP,gene_family,
PHOSPHO1,PSPH,gene_family,
PHOSPHO1,ENOPH1,gene_family,
PHOSPHO2,PMM1,gene_family,
PHOSPHO2,PMM2,gene_family,
PHOSPHO2,PNKP,gene_family,
PHOSPHO2,PSPH,gene_family,
PHOSPHO2,ENOPH1,gene_family,
PMM1,PMM2,gene_family,
PMM1,PNKP,gene_family,
PMM1,PSPH,gene_family,
PMM1,ENOPH1,gene_family,
PMM2,PNKP,gene_family,
PMM2,PSPH,gene_family,
PMM2,ENOPH1,gene_family,
PNKP,PSPH,gene_family,
PNKP,ENOPH1,gene_family,
PSPH,ENOPH1,gene_family,
LHPP,NANP,gene_family,
LHPP,PUDP,gene_family,
NANP,PUDP,gene_family,
CCN1,CCN2,gene_family,
CCN1,CCN3,gene_family,
CCN1,CCN4,gene_family,
CCN1,CCN5,gene_family,
CCN1,CCN6,gene_family,
CCN2,CCN3,gene_family,
CCN2,CCN4,gene_family,
CCN2,CCN5,gene_family,
CCN2,CCN6,gene_family,
CCN3,CCN4,gene_family,
CCN3,CCN5,gene_family,
CCN3,CCN6,gene_family,
CCN4,CCN5,gene_family,
CCN4,CCN6,gene_family,
CCN5,CCN6,gene_family,
KXD1,BORCS5,gene_family,
KXD1,BORCS6,gene_family,
KXD1,BORCS7,gene_family,
KXD1,BORCS8,gene_family,
BORCS5,BORCS6,gene_family,
BORCS5,BORCS7,gene_family,
BORCS5,BORCS8,gene_family,
BORCS6,BORCS7,gene_family,
BORCS6,BORCS8,gene_family,
BORCS7,BORCS8,gene_family,
RECQL,RECQL4,gene_family,
RECQL,RECQL5,gene_family,
RECQL4,RECQL5,gene_family,
LNPEP,LVRN,gene_family,
LNPEP,NPEPPS,gene_family,
LNPEP,ERAP2,gene_family,
LVRN,NPEPPS,gene_family,
LVRN,ERAP2,gene_family,
NPEPPS,ERAP2,gene_family,
METAP2,XPNPEP1,gene_family,
METAP2,XPNPEP2,gene_family,
METAP2,XPNPEP3,gene_family,
XPNPEP1,XPNPEP2,gene_family,
XPNPEP1,XPNPEP3,gene_family,
XPNPEP2,XPNPEP3,gene_family,
ANPEP,ENPEP,gene_family,
YIPF1,YIPF2,gene_family,
YIPF1,YIPF3,gene_family,
YIPF1,YIPF4,gene_family,
YIPF1,YIPF5,gene_family,
YIPF1,YIPF6,gene_family,
YIPF1,YIPF7,gene_family,
YIPF2,YIPF3,gene_family,
YIPF2,YIPF4,gene_family,
YIPF2,YIPF5,gene_family,
YIPF2,YIPF6,gene_family,
YIPF2,YIPF7,gene_family,
YIPF3,YIPF4,gene_family,
YIPF3,YIPF5,gene_family,
YIPF3,YIPF6,gene_family,
YIPF3,YIPF7,gene_family,
YIPF4,YIPF5,gene_family,
YIPF4,YIPF6,gene_family,
YIPF4,YIPF7,gene_family,
YIPF5,YIPF6,gene_family,
YIPF5,YIPF7,gene_family,
YIPF6,YIPF7,gene_family,
TOP1,TOP2A,gene_family,
TOP1,TOP2B,gene_family,
TOP1,TOP3B,gene_family,
TOP2A,TOP2B,gene_family,
TOP2A,TOP3B,gene_family,
TOP2B,TOP3B,gene_family,
AHCTF1,GLE1,gene_family,
AHCTF1,NDC1,gene_family,
AHCTF1,NUP35,gene_family,
AHCTF1,NUP50,gene_family,
AHCTF1,NUP54,gene_family,
AHCTF1,NUP58,gene_family,
AHCTF1,NUP62,gene_family,
AHCTF1,NUP85,gene_family,
AHCTF1,NUP88,gene_family,
AHCTF1,NUP93,gene_family,
AHCTF1,NUP98,gene_family,
AHCTF1,NUP107,gene_family,
AHCTF1,NUP155,gene_family,
AHCTF1,NUP160,gene_family,
AHCTF1,NUP210,gene_family,
AHCTF1,NUP214,gene_family,
AHCTF1,POM121,gene_family,
AHCTF1,TPR,gene_family,
GLE1,NDC1,gene_family,
GLE1,NUP35,gene_family,
GLE1,NUP50,gene_family,
GLE1,NUP54,gene_family,
GLE1,NUP58,gene_family,
GLE1,NUP62,gene_family,
GLE1,NUP85,gene_family,
GLE1,NUP88,gene_family,
GLE1,NUP93,gene_family,
GLE1,NUP98,gene_family,
GLE1,NUP107,gene_family,
GLE1,NUP155,gene_family,
GLE1,NUP160,gene_family,
GLE1,NUP210,gene_family,
GLE1,NUP214,gene_family,
GLE1,POM121,gene_family,
GLE1,TPR,gene_family,
NDC1,NUP35,gene_family,
NDC1,NUP50,gene_family,
NDC1,NUP54,gene_family,
NDC1,NUP58,gene_family,
NDC1,NUP62,gene_family,
NDC1,NUP85,gene_family,
NDC1,NUP88,gene_family,
NDC1,NUP93,gene_family,
NDC1,NUP98,gene_family,
NDC1,NUP107,gene_family,
NDC1,NUP155,gene_family,
NDC1,NUP160,gene_family,
NDC1,NUP210,gene_family,
NDC1,NUP214,gene_family,
NDC1,POM121,gene_family,
NDC1,TPR,gene_family,
NUP35,NUP50,gene_family,
NUP35,NUP54,gene_family,
NUP35,NUP58,gene_family,
NUP35,NUP62,gene_family,
NUP35,NUP85,gene_family,
NUP35,NUP88,gene_family,
NUP35,NUP93,gene_family,
NUP35,NUP98,gene_family,
NUP35,NUP107,gene_family,
NUP35,NUP155,gene_family,
NUP35,NUP160,gene_family,
NUP35,NUP210,gene_family,
NUP35,NUP214,gene_family,
NUP35,POM121,gene_family,
NUP35,TPR,gene_family,
NUP50,NUP54,gene_family,
NUP50,NUP58,gene_family,
NUP50,NUP62,gene_family,
NUP50,NUP85,gene_family,
NUP50,NUP88,gene_family,
NUP50,NUP93,gene_family,
NUP50,NUP98,gene_family,
NUP50,NUP107,gene_family,
NUP50,NUP155,gene_family,
NUP50,NUP160,gene_family,
NUP50,NUP210,gene_family,
NUP50,NUP214,gene_family,
NUP50,POM121,gene_family,
NUP50,TPR,gene_family,
NUP54,NUP58,gene_family,
NUP54,NUP62,gene_family,
NUP54,NUP85,gene_family,
NUP54,NUP88,gene_family,
NUP54,NUP93,gene_family,
NUP54,NUP98,gene_family,
NUP54,NUP107,gene_family,
NUP54,NUP155,gene_family,
NUP54,NUP160,gene_family,
NUP54,NUP210,gene_family,
NUP54,NUP214,gene_family,
NUP54,POM121,gene_family,
NUP54,TPR,gene_family,
NUP58,NUP62,gene_family,
NUP58,NUP85,gene_family,
NUP58,NUP88,gene_family,
NUP58,NUP93,gene_family,
NUP58,NUP98,gene_family,
NUP58,NUP107,gene_family,
NUP58,NUP155,gene_family,
NUP58,NUP160,gene_family,
NUP58,NUP210,gene_family,
NUP58,NUP214,gene_family,
NUP58,POM121,gene_family,
NUP58,TPR,gene_family,
NUP62,NUP85,gene_family,
NUP62,NUP88,gene_family,
NUP62,NUP93,gene_family,
NUP62,NUP98,gene_family,
NUP62,NUP107,gene_family,
NUP62,NUP155,gene_family,
NUP62,NUP160,gene_family,
NUP62,NUP210,gene_family,
NUP62,NUP214,gene_family,
NUP62,POM121,gene_family,
NUP62,TPR,gene_family,
NUP85,NUP88,gene_family,
NUP85,NUP93,gene_family,
NUP85,NUP98,gene_family,
NUP85,NUP107,gene_family,
NUP85,NUP155,gene_family,
NUP85,NUP160,gene_family,
NUP85,NUP210,gene_family,
NUP85,NUP214,gene_family,
NUP85,POM121,gene_family,
NUP85,TPR,gene_family,
NUP88,NUP93,gene_family,
NUP88,NUP98,gene_family,
NUP88,NUP107,gene_family,
NUP88,NUP155,gene_family,
NUP88,NUP160,gene_family,
NUP88,NUP210,gene_family,
NUP88,NUP214,gene_family,
NUP88,POM121,gene_family,
NUP88,TPR,gene_family,
NUP93,NUP98,gene_family,
NUP93,NUP107,gene_family,
NUP93,NUP155,gene_family,
NUP93,NUP160,gene_family,
NUP93,NUP210,gene_family,
NUP93,NUP214,gene_family,
NUP93,POM121,gene_family,
NUP93,TPR,gene_family,
NUP98,NUP107,gene_family,
NUP98,NUP155,gene_family,
NUP98,NUP160,gene_family,
NUP98,NUP210,gene_family,
NUP98,NUP214,gene_family,
NUP98,POM121,gene_family,
NUP98,TPR,gene_family,
NUP107,NUP155,gene_family,
NUP107,NUP160,gene_family,
NUP107,NUP210,gene_family,
NUP107,NUP214,gene_family,
NUP107,POM121,gene_family,
NUP107,TPR,gene_family,
NUP155,NUP160,gene_family,
NUP155,NUP210,gene_family,
NUP155,NUP214,gene_family,
NUP155,POM121,gene_family,
NUP155,TPR,gene_family,
NUP160,NUP210,gene_family,
NUP160,NUP214,gene_family,
NUP160,POM121,gene_family,
NUP160,TPR,gene_family,
NUP210,NUP214,gene_family,
NUP210,POM121,gene_family,
NUP210,TPR,gene_family,
NUP214,POM121,gene_family,
NUP214,TPR,gene_family,
POM121,TPR,gene_family,
NUP188,NUP205,gene_family,
SFN,YWHAB,gene_family,
SFN,YWHAE,gene_family,
SFN,YWHAG,gene_family,
SFN,YWHAH,gene_family,
SFN,YWHAQ,gene_family,
SFN,YWHAZ,gene_family,
YWHAB,YWHAE,gene_family,
YWHAB,YWHAG,gene_family,
YWHAB,YWHAH,gene_family,
YWHAB,YWHAQ,gene_family,
YWHAB,YWHAZ,gene_family,
YWHAE,YWHAG,gene_family,
YWHAE,YWHAH,gene_family,
YWHAE,YWHAQ,gene_family,
YWHAE,YWHAZ,gene_family,
YWHAG,YWHAH,gene_family,
YWHAG,YWHAQ,gene_family,
YWHAG,YWHAZ,gene_family,
YWHAH,YWHAQ,gene_family,
YWHAH,YWHAZ,gene_family,
YWHAQ,YWHAZ,gene_family,
EXOC1,EXOC3,gene_family,
EXOC1,EXOC5,gene_family,
EXOC1,EXOC6,gene_family,
EXOC1,EXOC6B,gene_family,
EXOC3,EXOC5,gene_family,
EXOC3,EXOC6,gene_family,
EXOC3,EXOC6B,gene_family,
EXOC5,EXOC6,gene_family,
EXOC5,EXOC6B,gene_family,
EXOC6,EXOC6B,gene_family,
EXOC4,EXOC7,gene_family,
